iter	MAE
550	27.20336104
551	27.19303773
552	27.18498721
553	27.17884209
554	27.16868273
555	27.16298667
556	27.15618051
557	27.15141177
558	27.14447503
559	27.13564417
560	27.12916479
561	27.12352727
562	27.11572418
563	27.10628625
564	27.09887385
565	27.08997118
566	27.08314033
567	27.07459873
568	27.06937422
569	27.06294206
570	27.0532608
571	27.04417098
572	27.03528702
573	27.02729377
574	27.01947548
575	27.01496309
576	27.00805863
577	27.00180712
578	26.99481575
579	26.98676729
580	26.97855354
581	26.96963633
582	26.9613948
583	26.95466875
584	26.94880868
585	26.94255546
586	26.93293863
587	26.92626454
588	26.91996993
589	26.91344209
590	26.90986161
591	26.90330079
592	26.89752009
593	26.8919183
594	26.88283806
595	26.87749257
596	26.87208607
597	26.86407765
598	26.86078247
599	26.85051799
600	26.84405984
601	26.83528796
602	26.82806794
603	26.82288876
604	26.81617507
605	26.81017878
606	26.80645845
607	26.79898345
608	26.79067133
609	26.78268663
610	26.77934752
611	26.77305078
612	26.76815514
613	26.7622175
614	26.75567582
615	26.75270637
616	26.74547655
617	26.73598825
618	26.72953869
619	26.72456908
620	26.72047671
621	26.71458342
622	26.7076975
623	26.70334774
624	26.69907334
625	26.69359733
626	26.68475759
627	26.67929887
628	26.67247399
629	26.66378163
630	26.65659206
631	26.64806966
632	26.64127784
633	26.63557548
634	26.63001071
635	26.62130119
636	26.61534909
637	26.60902357
638	26.60334923
639	26.59564928
640	26.58933957
641	26.58284736
642	26.57681111
643	26.57030619
644	26.56162022
645	26.55362144
646	26.54447371
647	26.53977574
648	26.53393096
649	26.52838928
650	26.52136229
651	26.51384989
652	26.50367399
653	26.49979488
654	26.49483389
655	26.48872064
656	26.48265553
657	26.47430747
658	26.46732373
659	26.46259059
660	26.45936796
661	26.4555088
662	26.45001925
663	26.44490094
664	26.43906525
665	26.43093432
666	26.42472787
667	26.41946853
668	26.41514559
669	26.41008385
670	26.40452334
671	26.40096557
672	26.39429444
673	26.38955776
674	26.38590612
675	26.38132052
676	26.37534732
677	26.37160518
678	26.36817537
679	26.36216619
680	26.35519576
681	26.34972258
682	26.34456412
683	26.33852313
684	26.33164183
685	26.32627017
686	26.32142104
687	26.31184853
688	26.30741438
689	26.30109853
690	26.29539958
691	26.29061593
692	26.28487222
693	26.27823206
694	26.2719567
695	26.26685001
696	26.26004995
697	26.25711268
698	26.25104326
699	26.24616371
700	26.23950162
701	26.23133228
702	26.22161113
703	26.21739086
704	26.21307698
705	26.20739478
706	26.19912369
707	26.19295134
708	26.1861674
709	26.18081109
710	26.17655518
711	26.17088103
712	26.16406989
713	26.15650211
714	26.15120703
715	26.14472599
716	26.13919504
717	26.13359124
718	26.12928796
719	26.12133875
720	26.11534027
721	26.1097636
722	26.10226011
723	26.09676212
724	26.09171282
725	26.08627982
726	26.07918632
727	26.07383482
728	26.06885025
729	26.06536627
730	26.06092806
731	26.05601685
732	26.04967018
733	26.04381173
734	26.03754175
735	26.03133412
736	26.02776706
737	26.02475568
738	26.01692553
739	26.01235312
740	26.00662096
741	26.00172642
742	25.99550318
743	25.98877346
744	25.98304963
745	25.97625308
746	25.97356842
747	25.96870862
748	25.96313697
749	25.95653312
750	25.94943936
751	25.94462355
752	25.94017209
753	25.93536201
754	25.93033541
755	25.92491367
756	25.91905479
757	25.91396136
758	25.90584759
759	25.89950305
760	25.89444618
761	25.88718151
762	25.8798545
763	25.87591434
764	25.87100006
765	25.8672842
766	25.86264037
767	25.85646482
768	25.85056021
769	25.84485295
770	25.83921339
771	25.83448946
772	25.82822928
773	25.82452176
774	25.81897287
775	25.81293387
776	25.80694306
777	25.80263592
778	25.79735786
779	25.79315875
780	25.78563162
781	25.78108201
782	25.77668378
783	25.77232875
784	25.76886172
785	25.76431977
786	25.75951146
787	25.75424242
788	25.74818553
789	25.74033006
790	25.73652404
791	25.72753168
792	25.7213415
793	25.71533227
794	25.70836006
795	25.70357049
796	25.69848263
797	25.69198216
798	25.68826293
799	25.6838939
800	25.67792675
801	25.67400346
802	25.66871398
803	25.66420518
804	25.66019311
805	25.65494441
806	25.64775682
807	25.64076403
808	25.6364323
809	25.63121046
810	25.62599286
811	25.62021231
812	25.61463302
813	25.61064327
814	25.60489947
815	25.59916186
816	25.59218662
817	25.58758359
818	25.58415417
819	25.5795005
820	25.5728695
821	25.56873721
822	25.56324685
823	25.55710435
824	25.55073411
825	25.54432874
826	25.5376475
827	25.53423546
828	25.529734
829	25.52434162
830	25.51975001
831	25.5138928
832	25.51062205
833	25.50422764
834	25.49873575
835	25.49352811
836	25.4890422
837	25.48371998
838	25.47765158
839	25.4723492
840	25.46704073
841	25.45930881
842	25.45406824
843	25.44882858
844	25.44407664
845	25.43809759
846	25.43285583
847	25.427005
848	25.42276446
849	25.41664911
850	25.41257612
851	25.4072075
852	25.4028441
853	25.39815134
854	25.39190424
855	25.38594917
856	25.38090508
857	25.37602118
858	25.36769864
859	25.3613604
860	25.35603286
861	25.3508538
862	25.34459515
863	25.33976598
864	25.33585608
865	25.33153219
866	25.32685859
867	25.32092091
868	25.31560169
869	25.31174576
870	25.30831203
871	25.30285342
872	25.29740686
873	25.29265803
874	25.2886751
875	25.28459361
876	25.28011691
877	25.27643709
878	25.27191703
879	25.26741936
880	25.26197823
881	25.2554677
882	25.25065783
883	25.24628008
884	25.24219761
885	25.2364283
886	25.23238858
887	25.22846292
888	25.22456767
889	25.22010334
890	25.21376895
891	25.20901292
892	25.20377383
893	25.20056575
894	25.19741594
895	25.19101539
896	25.18797374
897	25.18388778
898	25.17997109
899	25.17677932
900	25.1729314
901	25.16874303
902	25.16429779
903	25.15926099
904	25.15504977
905	25.1501199
906	25.14557634
907	25.14079157
908	25.13718164
909	25.13264989
910	25.12846822
911	25.12569012
912	25.12207572
913	25.1179677
914	25.11185259
915	25.10626196
916	25.10250857
917	25.09786379
918	25.09289629
919	25.08869125
920	25.08416853
921	25.07947083
922	25.07540437
923	25.06952472
924	25.06579758
925	25.06258606
926	25.05792643
927	25.05307484
928	25.04995987
929	25.0456732
930	25.03978941
931	25.0361299
932	25.03042112
933	25.02756666
934	25.0226764
935	25.01920409
936	25.01353375
937	25.01022361
938	25.00415477
939	24.99808799
940	24.99363962
941	24.98997718
942	24.98311037
943	24.98051778
944	24.97586681
945	24.97219929
946	24.96886167
947	24.96376491
948	24.95957905
949	24.95528788
950	24.95334089
951	24.94973687
952	24.94211161
953	24.93672596
954	24.93229392
955	24.92652326
956	24.92216248
957	24.91848691
958	24.91529636
959	24.91172156
960	24.90748667
961	24.90249446
962	24.89643805
963	24.89095653
964	24.88664961
965	24.88354427
966	24.87652941
967	24.87153899
968	24.86656657
969	24.86129102
970	24.85605136
971	24.85343578
972	24.85136195
973	24.84628283
974	24.84206418
975	24.83831132
976	24.83401016
977	24.83088752
978	24.82785388
979	24.82488357
980	24.82192035
981	24.81439852
982	24.81118503
983	24.80802421
984	24.80362914
985	24.80047799
986	24.7954954
987	24.79179297
988	24.7878769
989	24.78430298
990	24.77908953
991	24.77469871
992	24.77058228
993	24.76554147
994	24.76283604
995	24.75893098
996	24.75539767
997	24.74988615
998	24.74655118
999	24.7429545
