"feature","p"
"ATG2A",0.201781916894921
"BMP2K",0.201783594295158
"CALR.y",0.791281645124596
"TBL1XR1.y",1
"SETD2.y",0.407102255656987
"MYC.y",0.407102255656987
"TMEM132D",0.201783594295158
"KCNMA1",0.201783594295158
"RSPH6A",0.139929185625005
"CACNA2D3",0.535321897338924
"MXRA5",0.201783594295158
"SH3KBP1",0.667126313916472
"NUP98.y",0.123410404624227
"NFE2",0.822625523894161
"SUZ12.y",1
"WDR87",0.463633657852638
"LOXHD1",0.201783594295158
"ZFHX4",0.298204142431938
"SLC9B1P1",0.201783594295158
"RIN3",0.298204142431938
"UGT2B10",0.298203245554677
"GRIK2",0.201783594295158
"ZNF285",0.298204142431938
"STAG1.y",0.542974655402401
"NLRP1",0.298203245554677
"DGKI",0.201783594295158
"MMRN2",0.463633657852638
"EYS",0.463633657852638
"KAT6B.y",0.999999999999808
"PKD1L2",0.662787015697937
"GRIN2B",0.463633657852638
"SCN1A",0.254680396914367
"MSH2.y",0.351923076923077
"KIF26A",0.201783594295158
"PAPD7",0.949852040847352
"RIMBP3",0.298204142431938
"SEMA5A",0.25177751418468
"ABCC8",0.298204142431938
"PCDH15",0.66485669704309
"WDR52",0.201783594295158
"DMBT1",0.0550947946682961
"OTOGL",0.463633657852638
"TBL3",0.201783594295158
"SGSM1",0.201783594295158
"TIAM1",0.944288656066215
"XIRP1",0.201783594295158
"RSL1D1",0.201783594295158
"BARHL1",0.201783594295158
"TPTE2",0.480783148056941
"AQR",0.92235975441199
"PPIL4",0.106549216281567
"NEO1",0.00233172413972873
"TRPM3",0.221848979911432
"MED14",0.463633657852638
"MAN2C1",0.298203245554677
"IARS",0.463633657852638
"DOCK3",0.298203245554677
"INCENP",0.463633657852638
"MDM1",0.298203245554677
"PRKAR2B",0.463633657852638
"CLCA2",0.298203245554677
"CHI3L1",0.298203245554677
"SENP1",0.298203245554677
"MTUS2",0.662787015697937
"SCN9A.y",0.542974655402401
"DOCK4",0.298203245554677
"MED13",0.662787015697937
"EFCC1",0.298203245554677
"KDM5C.y",1
"AGR3",0.298203245554677
"XKR4",0.463633657852638
"CTSD",0.298203245554677
"SLC4A1.y",0.542974655402401
"SLC5A1",0.298203245554677
"FSTL1",0.298203245554677
"CCDC129",0.298203245554677
"SART1",0.463633657852638
"PIKFYVE",0.463633657852638
"WNT7B",0.463633657852638
"APBB2",0.463633657852638
"ADAMTS6",0.463633657852638
"CREB5",0.463633657852638
"SLC4A2",0.463633657852638
"SLC44A1",0.463633657852638
"HTR1D",0.298203245554677
"PGBD5",0.298203245554677
"SERPINA11",0.298203245554677
"PTPRS",0.298203245554677
"USP9X.y",0.542974655402401
"APCDD1",0.463633657852638
"FLNB",0.662787015697937
"SSC5D",0.463633657852638
"CADPS2",0.176054649548063
"POLQ.y",0.542974655402401
"TMC3",0.463633657852638
"CCDC141",0.298203245554677
"PXDNL",0.463633657852638
"NPR3",NA
"SPRED2",0.463633657852638
"ARHGEF10L.y",1
"COL19A1",0.463633657852638
"LRRIQ1",0.662787015697937
"IMPG1",0.298203245554677
"A1CF",0.463633657852638
"ESPL1",0.176054649548063
"CA10",0.298203245554677
"SCN11A",0.463633657852638
"CHIA",0.463633657852638
"TNIK",0.662787015697937
"CAPN6",0.176054649548063
"HERC1",0.298203245554677
"RSAD2",0.298203245554677
"KLHL9",NA
"LGALS13",0.298203245554677
"ROS1",NA
"HUWE1",0.176054649548063
"WDFY4",0.662787015697937
"GRIN2A",0.662787015697937
"BAI3",0.463633657852638
"LRRN1",0.463633657852638
"TRPM1",0.463633657852638
"FAM135B",0.463633657852638
"POLI",NA
"PLXNA4",0.463633657852638
"HIST1H3C",0.463633657852638
"MYO7B",0.298203245554677
"AMOTL2",0.463633657852638
"NRAP",0.463633657852638
"KPNB1",0.662787015697937
"CNTN4",0.463633657852638
"KAT2A",0.463633657852638
"GRIP1",0.463633657852638
"RAB33B",0.463633657852638
"ADAMTS15",0.463633657852638
"ZNF467",0.298203245554677
"CFP",0.463633657852638
"CTNNA2",0.662787015697937
"PC",0.662787015697937
"ADAMTS16",NA
"CLTCL1.y",0.542974655402401
"PRKAG3",0.298203245554677
"UBTF",0.176054649548063
"DIAPH2",NA
"TMEM132C",0.662787015697937
"SATB2",0.662787015697937
"TNS1",0.298203245554677
"HTR3D",0.298203245554677
"IBTK",0.662787015697937
"KIAA1549.y",0.542974655402401
"PPIC",0.463633657852638
"TSKS",0.176054649548063
"GLDC",0.463633657852638
"TTBK1",0.662787015697937
"CDH20",0.662787015697937
"EED.y",1
"GIT2",0.298203245554677
"KCNH6",0.298203245554677
"MAN2A2",0.176054649548063
"TENM4",0.298203245554677
"DPF2",0.298203245554677
"ADAMTS12",0.298203245554677
"KRT14",0.298203245554677
"FREM3",0.662787015697937
"COL22A1",0.463633657852638
"MAPK13",0.176054649548063
"SLC30A2",0.463633657852638
"CLPX",0.463633657852638
"CERS3",0.463633657852638
"PRR14",0.463633657852638
"PIGS",0.463633657852638
"PTPRA",0.463633657852638
"CACNA1D.y",1
"MARCH11",0.463633657852638
"EPB41L2",0.463633657852638
"SGK223",0.463633657852638
"HEPH",0.463633657852638
"NTRK3.y",1
"DLG3",0.662787015697937
"CARNS1",0.298203245554677
"CDON",0.298203245554677
"SLC13A1",NA
"AARS2",0.662787015697937
"ULK1",0.298203245554677
"TGFBI",0.298203245554677
"CSN2",0.463633657852638
"CRHR2",NA
"FGD6",0.298203245554677
"ATG2B",0.298203245554677
"GABRB3",0.298203245554677
"BTBD2",0.298203245554677
"RTL1",0.298203245554677
"AGBL1",0.298203245554677
"CYP2S1",0.298203245554677
"KCNB1",0.298203245554677
"HEG1",0.298203245554677
"NPAP1",0.662787015697937
"NR1H4",0.298203245554677
"TTC17",0.463633657852638
"A4GALT",0.463633657852638
"ROBO1",0.463633657852638
"SMR3B",0.463633657852638
"SPEF2",0.662787015697937
"WWC1",0.463633657852638
"TAF1L",0.298203245554677
"DSTYK",0.298203245554677
"ADARB2",0.298203245554677
"STK24",0.298203245554677
"SALL4.y",0.542974655402401
"TGFBR3",0.298203245554677
"LPIN3",0.463633657852638
"SLC12A1",0.463633657852638
"RIPK1",0.176054649548063
"SAMD7",0.662787015697937
"NPNT",0.662787015697937
"SPG11",0.463633657852638
"CNTNAP1",0.463633657852638
"RBMS1",0.463633657852638
"BMP3",0.463633657852638
"BRINP2",0.662787015697937
"TET1.y",0.351923076923077
"CYTIP",0.298203245554677
"PUM1",0.298203245554677
"ZNF644",0.298203245554677
"NLRP3",0.298203245554677
"BAIAP3",0.298203245554677
"REXO1",0.298203245554677
"ZNF518B",0.298203245554677
"KCNG4",0.662787015697937
"CDH24",0.0550943433101058
"PPP1R3A",0.662787015697937
"KMT2D.y",0.999999999999808
"ADAMTS7",0.0984667300216531
"CTNND2",0.947997100994268
"ZIC2",0.0186402458932832
"CPS1",0.668595150444094
"CELSR2",0.825441218245531
"C2orf71",0.00653009588390876
"ARID1B.y",0.999999999999808
"CRY1",0.201783594295158
"ZBTB47",0.951707059279856
"WDR43",0.946142829220474
"TRPM4",0.298203245554677
"MYT1",0.537983412462292
"FAM155A",0.253708427851308
"ZNF687",0.670064105126773
"SF3A1",0.0353523316600271
