"feature","p_value","q_value","method","beta","r_squared"
"IRX5",8.61050389458318e-10,1.09888118611474e-08,"linear_regression (continuous/count feature)",-0.00918832920811122,0.200070027454663
"IRX3",1.83764883806439e-10,2.91555330576485e-09,"linear_regression (continuous/count feature)",-0.00856744432599235,0.214256208891662
"WT1.AS",1.36266382313351e-11,3.36863173021145e-10,"linear_regression (continuous/count feature)",-0.0114764176282073,0.237634559754286
"DLK1",2.203722677746e-06,1.20131138792e-05,"linear_regression (continuous/count feature)",0.00754935465943146,0.124521271349277
"S100A16",8.53993962462401e-06,3.86295992381929e-05,"linear_regression (continuous/count feature)",0.00656765062220179,0.110931236385048
"CASC10",3.54686508568316e-09,3.80840160210222e-08,"linear_regression (continuous/count feature)",-0.00978174694332715,0.186866279189914
"CD177",2.92874622438212e-07,1.88682256758678e-06,"linear_regression (continuous/count feature)",0.00913847383365447,0.144486516250458
"RP11.388P9.2",4.03525357796695e-09,4.28947455337887e-08,"linear_regression (continuous/count feature)",-0.00933209547436625,0.185653546183606
"HOXB.AS3",9.90836132888631e-12,2.63314702315154e-10,"linear_regression (continuous/count feature)",-0.0093919306405017,0.240453394497538
"DEFA3",2.33952983417916e-05,9.45722784477225e-05,"linear_regression (continuous/count feature)",0.00678782405131237,0.100731319548822
"HOXA11.AS",6.2608776715908e-09,6.24370402291808e-08,"linear_regression (continuous/count feature)",-0.00932945738910799,0.181512411204744
"IL12A.AS1",1.3274402976881e-18,3.52767259110614e-16,"linear_regression (continuous/count feature)",-0.0133413011303138,0.368643453940678
"IGKV2.23",8.98526180426009e-20,3.18377776597616e-17,"linear_regression (continuous/count feature)",-0.0128024625744159,0.388264113112231
"RP11.129J12.2",4.17714022868626e-12,1.16850001660355e-10,"linear_regression (continuous/count feature)",-0.0102989757211532,0.248045664939648
"Tsne1",1.97355310412811e-13,1.0353781862382e-11,"linear_regression (continuous/count feature)",0.0021891635396062,0.274309531180365
"X.HM..Hypoxia",3.88317767481242e-10,5.57813225449406e-09,"linear_regression (continuous/count feature)",1.23622403243597,0.207412903183349
"X.HM..TGF.beta.signaling",1.55118395187099e-08,1.31912683267109e-07,"linear_regression (continuous/count feature)",1.05693270034847,0.172900871273764
"X.HM..DNA.repair",8.11836553606181e-07,4.8211299244881e-06,"linear_regression (continuous/count feature)",-1.86603464962218,0.134444071012763
"X.HM..Notch.signaling",1.17047181024466e-07,8.46402404278964e-07,"linear_regression (continuous/count feature)",0.889677656019688,0.153441411315576
"X.HM..Hedgehog.signaling",2.31474267378738e-06,1.25539360318162e-05,"linear_regression (continuous/count feature)",0.930191706270498,0.124030729935468
"X.HM..Epithelial.mesenchymal.transition",2.51760419711846e-12,7.81220676200892e-11,"linear_regression (continuous/count feature)",1.06968967379758,0.252463150373228
"X.HM..p53.pathway",8.65168776660791e-09,8.06731938237212e-08,"linear_regression (continuous/count feature)",1.40993691432998,0.178451451010029
"X.HM..UV.response.up",6.93647284101659e-09,6.70315511818239e-08,"linear_regression (continuous/count feature)",1.82096635991032,0.180543686624809
"X.HM..UV.response.down",1.48136355672213e-10,2.46045228249317e-09,"linear_regression (continuous/count feature)",1.63810117037205,0.216217582058455
"X.HM..Angiogenesis",1.48750736759861e-16,1.75691147973036e-14,"linear_regression (continuous/count feature)",0.614737103778234,0.332772793999513
"X.HM..KRAS.signaling.up",3.97957223878057e-11,8.13516401889183e-10,"linear_regression (continuous/count feature)",1.00983942766718,0.228082511304818
"X.HM..KRAS.signaling.down",2.7689535153074e-06,1.46437690884167e-05,"linear_regression (continuous/count feature)",1.37529923892242,0.122240861021136
"X.HM..Estrogen.response",8.27412002102757e-11,1.49074399700887e-09,"linear_regression (continuous/count feature)",1.84984259394184,0.221495535318009
"X.IPA..HMGB1.Signaling",1.8954602197379e-10,2.95551706870745e-09,"linear_regression (continuous/count feature)",1.49545068091978,0.213973957199316
"X.IPA..ErbB.Signaling",1.37852405902955e-07,9.83470519965378e-07,"linear_regression (continuous/count feature)",1.81517184322813,0.151849593168171
"X.IPA..PTEN.Signaling",4.72290997966583e-14,3.13778331774048e-12,"linear_regression (continuous/count feature)",2.21896641473047,0.286313272734383
"X.IPA..PI3K.AKT.Signaling",6.93014500670163e-10,9.20843017765479e-09,"linear_regression (continuous/count feature)",2.88789273264134,0.202077939040434
"X.IPA..mTOR.Signaling",1.00118285332555e-06,5.75274255721656e-06,"linear_regression (continuous/count feature)",2.90415882156516,0.132367961093958
"X.IPA..p38.MAPK.Signaling",1.2032930729384e-09,1.47023050176266e-08,"linear_regression (continuous/count feature)",1.98703018317197,0.196965966519258
"X.IPA..VEGF.Signaling",9.92437502203132e-09,9.17357447688634e-08,"linear_regression (continuous/count feature)",2.15652130989063,0.17714962951325
"X.IPA..UVC.Induced.MAPK.Signaling",1.1982338970157e-08,1.08865182267324e-07,"linear_regression (continuous/count feature)",1.53003917343227,0.175359229207943
"X.IPA..UVA.Induced.MAPK.Signaling",1.27439279094442e-05,5.50682738525985e-05,"linear_regression (continuous/count feature)",1.71729461886343,0.106888368379663
"X.IPA..ERK5.Signaling",9.7125538139953e-07,5.62424309819371e-06,"linear_regression (continuous/count feature)",1.38301074599095,0.13266873907479
"X.IPA..Telomere.Extension.by.Telomerase",2.22969739535801e-13,1.07734924148435e-11,"linear_regression (continuous/count feature)",-2.6468512685475,0.273276352656192
"X.TBI..Phopholipase",1.97581943545735e-14,1.50021147135083e-12,"linear_regression (continuous/count feature)",0.954121707576978,0.293535446859804
"X.TPW..SHC1.pSTAT3.Signature",4.86040432503082e-11,9.27735394230742e-10,"linear_regression (continuous/count feature)",0.662933341126782,0.226288263427053
"X.TPW..Hypoxia.Adenosine.Immune.Cell.Suppression",8.78691447034364e-10,1.09888118611474e-08,"linear_regression (continuous/count feature)",0.223365431448418,0.199882225789279
"Progenitor.like",6.58035665205863e-09,6.47677696401697e-08,"linear_regression (continuous/count feature)",-0.508032640150997,0.181042050602354
"Monocyte.like",9.70121289019619e-10,1.19911503514867e-08,"linear_regression (continuous/count feature)",0.149006414565925,0.198965029521502
"M0",9.26313021979156e-15,8.20558951969869e-13,"linear_regression (continuous/count feature)",1.42383576978133,0.299756779543911
"M11",9.28903580261514e-25,9.87424505817989e-22,"linear_regression (continuous/count feature)",-0.559125403597712,0.465415144983598
"M14",5.88837311991153e-18,1.25186812529319e-15,"linear_regression (continuous/count feature)",0.222659678949535,0.357526839799735
"M21",1.54962909856783e-09,1.83028414641956e-08,"linear_regression (continuous/count feature)",-0.336809781051981,0.194612664049309
"M3",6.81290418671147e-07,4.13835265741388e-06,"linear_regression (continuous/count feature)",0.245991655235585,0.136177316232282
"M4",2.56341928497426e-08,2.16263071422828e-07,"linear_regression (continuous/count feature)",-0.253243592096461,0.168099646738908
"M6",4.74717341600259e-13,2.0184981364843e-11,"linear_regression (continuous/count feature)",0.217730435886548,0.266847242856741
"M7",1.54406137383919e-13,8.6386170546898e-12,"linear_regression (continuous/count feature)",-0.260823556091584,0.276383177868626
"M9",8.34742245163749e-13,3.16903930931809e-11,"linear_regression (continuous/count feature)",0.316653002541382,0.262010484573257
NA,NA,NA,NA,NA,NA
"ASXL1",7.84363984669363e-06,3.64095596377089e-05,"linear_regression (continuous/count feature)",0.0627237197423398,0.11178869093141
