"feature","p_value","q_value","method","beta","r_squared"
"X.IPA..ErbB2.ErbB3.Signaling",2.5096980885334e-06,3.7645471328001e-05,"linear_regression (continuous/count feature)",-1.82714252969745,0.133608149817002
"X.TPW..Immunogenic.Cell.Death..ICD.",7.27669020803966e-12,5.87732670649357e-10,"linear_regression (continuous/count feature)",-0.439953758317037,0.262040585854698
"Monocyte.like",3.26490577338721e-08,9.26527314069342e-07,"linear_regression (continuous/count feature)",-0.129002871813536,0.179367551790105
"cDC.like",5.39112724879141e-18,2.83034180561549e-15,"linear_regression (continuous/count feature)",-0.283383422670293,0.383463464317738
"M1",2.39084258228181e-17,8.36794903798633e-15,"linear_regression (continuous/count feature)",-0.276511391041148,0.371622702431227
"M16",1.47704815270189e-14,1.45111145775703e-12,"linear_regression (continuous/count feature)",-0.351035215450677,0.31796019731254
"M23",8.54173087150536e-12,6.07745633869006e-10,"linear_regression (continuous/count feature)",-0.356000725387887,0.260538926188378
"M3",2.72150477990925e-06,4.00974737052983e-05,"linear_regression (continuous/count feature)",0.231068804738825,0.132735618127263
"M4",3.6720482715291e-05,0.000363740630670335,"linear_regression (continuous/count feature)",0.185072236709882,0.104387306004643
"M6",1.3095337090071e-06,2.25411540074992e-05,"linear_regression (continuous/count feature)",-0.143700636477741,0.140589532161527
"M8",7.63567205583066e-06,0.000100218195732777,"linear_regression (continuous/count feature)",0.204502434826918,0.12157024347398
"M9",8.9072462375852e-13,7.79384045788705e-11,"linear_regression (continuous/count feature)",0.316897524251499,0.281455198251572
